Disease,City,State,Date,Population_Affected,Number_of_Deaths,Survived,Doctors_Available,Hospitals_Available
Heat Stroke,Jammu,Haryana,2022-10-01,563,30,533,70,5
Heat Stroke,Jammu,Haryana,2022-11-01,4579,180,4399,102,7
Heat Stroke,Jammu,Haryana,2022-12-01,1031,99,932,51,2
Heat Stroke,Jammu,Haryana,2023-01-01,2888,174,2714,69,10
Heat Stroke,Jammu,Haryana,2023-02-01,1125,42,1083,51,4
Heat Stroke,Jammu,Haryana,2023-03-01,1807,48,1759,119,6
Heat Stroke,Jammu,Haryana,2023-04-01,1474,70,1404,128,3
Heat Stroke,Jammu,Haryana,2023-05-01,1782,38,1744,141,9
Heat Stroke,Jammu,Haryana,2023-06-01,1874,149,1725,68,6
Heat Stroke,Jammu,Haryana,2023-07-01,1862,0,1862,132,10
Heat Stroke,Jammu,Haryana,2023-08-01,3715,170,3545,112,8
Heat Stroke,Jammu,Haryana,2023-09-01,1115,75,1040,103,7
Heat Stroke,Jammu,Haryana,2023-10-01,2893,173,2720,43,2
Heat Stroke,Jammu,Haryana,2023-11-01,4231,123,4108,114,5
Heat Stroke,Jammu,Haryana,2023-12-01,1909,132,1777,116,4
Heat Stroke,Jammu,Haryana,2024-01-01,1634,39,1595,111,5
Heat Stroke,Jammu,Haryana,2024-02-01,2288,113,2175,127,5
Heat Stroke,Jammu,Haryana,2024-03-01,4180,288,3892,142,2
Heat Stroke,Jammu,Haryana,2024-04-01,2858,181,2677,50,4
Heat Stroke,Jammu,Haryana,2024-05-01,1885,57,1828,95,5
Heat Stroke,Jammu,Haryana,2024-06-01,3247,275,2972,132,2
Heat Stroke,Jammu,Haryana,2024-07-01,1119,58,1061,93,7
Heat Stroke,Jammu,Haryana,2024-08-01,3511,251,3260,155,5
Heat Stroke,Jammu,Haryana,2024-09-01,3146,297,2849,111,7
Heat Stroke,Jammu,Haryana,2024-10-01,2184,180,2004,11,6
Heat Stroke,Jammu,Haryana,2024-11-01,1472,121,1351,149,1
Heat Stroke,Jammu,Haryana,2024-12-01,1408,78,1330,100,2
Heat Stroke,Jammu,Haryana,2025-01-01,3315,242,3073,16,10
Heat Stroke,Jammu,Haryana,2025-02-01,4246,238,4008,93,7
Heat Stroke,Jammu,Haryana,2025-03-01,1742,25,1717,42,1
Heat Stroke,Jammu,Haryana,2025-04-01,3212,189,3023,145,6
Heat Stroke,Jammu,Haryana,2025-05-01,78,0,78,104,2
Heat Stroke,Jammu,Haryana,2025-06-01,1813,121,1692,59,1
Heat Stroke,Jammu,Haryana,2025-07-01,2556,118,2438,148,10
Heat Stroke,Jammu,Haryana,2025-08-01,1377,38,1339,130,5
Heat Stroke,Jammu,Haryana,2025-09-01,1341,92,1249,94,5
Heat Stroke,Jammu,Haryana,2025-10-01,1702,20,1682,43,1
Heat Stroke,Jammu,Haryana,2025-11-01,2989,276,2713,63,1
Heat Stroke,Jammu,Haryana,2025-12-01,2346,101,2245,63,1
Heat Stroke,Srinagar,Punjab,2018-01-01,78,0,78,144,9
Heat Stroke,Srinagar,Punjab,2018-02-01,78,0,78,21,1
Heat Stroke,Srinagar,Punjab,2018-03-01,1783,119,1664,104,10
Heat Stroke,Srinagar,Punjab,2018-04-01,3211,29,3182,93,2
Heat Stroke,Srinagar,Punjab,2018-05-01,78,0,78,159,1
Heat Stroke,Srinagar,Punjab,2018-06-01,1927,113,1814,118,5
Heat Stroke,Srinagar,Punjab,2018-07-01,1891,59,1832,133,3
Heat Stroke,Srinagar,Punjab,2018-08-01,4460,126,4334,79,5
Heat Stroke,Srinagar,Punjab,2018-09-01,2081,83,1998,43,2
Heat Stroke,Srinagar,Punjab,2018-10-01,3111,38,3073,90,4
Heat Stroke,Srinagar,Punjab,2018-11-01,2787,279,2508,146,3
Heat Stroke,Srinagar,Punjab,2018-12-01,78,0,78,146,7
Heat Stroke,Srinagar,Punjab,2019-01-01,3628,229,3399,84,6
Heat Stroke,Srinagar,Punjab,2019-02-01,2886,125,2761,62,6
Heat Stroke,Srinagar,Punjab,2019-03-01,3279,145,3134,52,8
Heat Stroke,Srinagar,Punjab,2019-04-01,4989,359,4630,99,6
Heat Stroke,Srinagar,Punjab,2019-05-01,78,0,78,113,5
Heat Stroke,Srinagar,Punjab,2019-06-01,4911,164,4747,181,4
Heat Stroke,Srinagar,Punjab,2019-07-01,2212,38,2174,112,3
Heat Stroke,Srinagar,Punjab,2019-08-01,2983,283,2700,137,3
Heat Stroke,Srinagar,Punjab,2019-09-01,2536,0,2536,66,5
Heat Stroke,Srinagar,Punjab,2019-10-01,2028,42,1986,108,8
Heat Stroke,Srinagar,Punjab,2019-11-01,1833,78,1755,113,6
Heat Stroke,Srinagar,Punjab,2019-12-01,3039,14,3025,99,6
Heat Stroke,Srinagar,Punjab,2020-01-01,562,46,516,105,2
Heat Stroke,Srinagar,Punjab,2020-02-01,3604,270,3334,113,6
Heat Stroke,Srinagar,Punjab,2020-03-01,2039,67,1972,131,4
Heat Stroke,Srinagar,Punjab,2020-04-01,1081,94,987,166,5
Heat Stroke,Srinagar,Punjab,2020-05-01,1994,183,1811,11,6
Heat Stroke,Srinagar,Punjab,2020-06-01,4284,200,4084,163,1
Heat Stroke,Srinagar,Punjab,2020-07-01,1879,69,1810,19,5
Heat Stroke,Srinagar,Punjab,2020-08-01,3078,356,2722,122,6
Heat Stroke,Srinagar,Punjab,2020-09-01,1617,114,1503,200,8
Heat Stroke,Srinagar,Punjab,2020-10-01,3614,207,3407,104,3
Heat Stroke,Srinagar,Punjab,2020-11-01,3517,315,3202,115,5
Heat Stroke,Srinagar,Punjab,2020-12-01,4989,293,4696,90,5
Heat Stroke,Srinagar,Punjab,2021-01-01,2362,83,2279,140,3
Heat Stroke,Srinagar,Punjab,2021-02-01,3494,183,3311,125,3
Heat Stroke,Srinagar,Punjab,2021-03-01,2729,219,2510,72,3
Heat Stroke,Srinagar,Punjab,2021-04-01,4336,0,4336,100,4
Heat Stroke,Srinagar,Punjab,2021-05-01,1633,68,1565,49,10
Heat Stroke,Srinagar,Punjab,2021-06-01,3597,324,3273,100,5
Heat Stroke,Srinagar,Punjab,2021-07-01,2336,82,2254,85,6
Heat Stroke,Srinagar,Punjab,2021-08-01,2511,238,2273,113,5
Heat Stroke,Srinagar,Punjab,2021-09-01,2720,248,2472,70,4
Heat Stroke,Srinagar,Punjab,2021-10-01,2936,141,2795,95,5
Heat Stroke,Srinagar,Punjab,2021-11-01,2441,81,2360,107,7
Heat Stroke,Srinagar,Punjab,2021-12-01,2885,120,2765,110,5
Heat Stroke,Srinagar,Punjab,2022-01-01,4714,442,4272,120,4
Heat Stroke,Srinagar,Punjab,2022-02-01,3919,410,3509,97,4
Heat Stroke,Srinagar,Punjab,2022-03-01,3763,202,3561,66,2
Heat Stroke,Srinagar,Punjab,2022-04-01,1986,64,1922,110,8
Heat Stroke,Srinagar,Punjab,2022-05-01,1404,75,1329,97,4
Heat Stroke,Srinagar,Punjab,2022-06-01,3879,221,3658,158,9
Heat Stroke,Srinagar,Punjab,2022-07-01,3773,52,3721,165,6
Heat Stroke,Srinagar,Punjab,2022-08-01,4573,239,4334,36,9
Heat Stroke,Srinagar,Punjab,2022-09-01,1787,158,1629,138,4
Heat Stroke,Srinagar,Punjab,2022-10-01,2289,0,2289,148,3
Heat Stroke,Srinagar,Punjab,2022-11-01,398,29,369,38,8
Heat Stroke,Srinagar,Punjab,2022-12-01,2071,186,1885,136,3
Heat Stroke,Srinagar,Punjab,2023-01-01,3934,132,3802,152,9
Heat Stroke,Srinagar,Punjab,2023-02-01,1972,195,1777,58,7
Heat Stroke,Srinagar,Punjab,2023-03-01,3457,103,3354,94,9
Heat Stroke,Srinagar,Punjab,2023-04-01,2342,147,2195,116,2
Heat Stroke,Srinagar,Punjab,2023-05-01,3032,124,2908,135,8
Heat Stroke,Srinagar,Punjab,2023-06-01,1058,43,1015,56,3
Heat Stroke,Srinagar,Punjab,2023-07-01,2712,87,2625,165,1
Heat Stroke,Srinagar,Punjab,2023-08-01,78,0,78,11,7
Heat Stroke,Srinagar,Punjab,2023-09-01,2347,175,2172,174,5
Heat Stroke,Srinagar,Punjab,2023-10-01,410,19,391,134,8
Heat Stroke,Srinagar,Punjab,2023-11-01,4215,44,4171,75,5
Heat Stroke,Srinagar,Punjab,2023-12-01,3640,224,3416,150,5
Heat Stroke,Srinagar,Punjab,2024-01-01,3223,200,3023,53,9
Heat Stroke,Srinagar,Punjab,2024-02-01,4638,202,4436,112,5
Heat Stroke,Srinagar,Punjab,2024-03-01,1324,138,1186,118,3
Heat Stroke,Srinagar,Punjab,2024-04-01,4942,22,4920,118,5
Heat Stroke,Srinagar,Punjab,2024-05-01,3848,0,3848,63,5
Heat Stroke,Srinagar,Punjab,2024-06-01,2280,65,2215,81,1
Heat Stroke,Srinagar,Punjab,2024-07-01,4121,291,3830,113,6
Heat Stroke,Srinagar,Punjab,2024-08-01,1113,21,1092,69,9
Heat Stroke,Srinagar,Punjab,2024-09-01,1491,32,1459,120,5
Heat Stroke,Srinagar,Punjab,2024-10-01,1781,138,1643,75,4
Heat Stroke,Srinagar,Punjab,2024-11-01,1888,119,1769,157,6
Heat Stroke,Srinagar,Punjab,2024-12-01,1180,72,1108,186,10
Heat Stroke,Srinagar,Punjab,2025-01-01,4238,308,3930,91,6
Heat Stroke,Srinagar,Punjab,2025-02-01,2250,84,2166,153,5
Heat Stroke,Srinagar,Punjab,2025-03-01,3070,119,2951,95,4
Heat Stroke,Srinagar,Punjab,2025-04-01,1832,134,1698,59,2
Heat Stroke,Srinagar,Punjab,2025-05-01,155,1,154,85,5
Heat Stroke,Srinagar,Punjab,2025-06-01,2960,0,2960,111,5
Heat Stroke,Srinagar,Punjab,2025-07-01,78,0,78,15,1
Heat Stroke,Srinagar,Punjab,2025-08-01,2505,193,2312,138,3
Heat Stroke,Srinagar,Punjab,2025-09-01,762,43,719,111,8
Heat Stroke,Srinagar,Punjab,2025-10-01,4989,374,4615,157,4
Heat Stroke,Srinagar,Punjab,2025-11-01,3820,0,3820,137,1
Heat Stroke,Srinagar,Punjab,2025-12-01,2739,162,2577,112,9
Heat Stroke,Srinagar,Chandigarh,2018-01-01,4293,296,3997,88,2
Heat Stroke,Srinagar,Chandigarh,2018-02-01,1462,15,1447,184,3
Heat Stroke,Srinagar,Chandigarh,2018-03-01,3326,249,3077,200,8
Heat Stroke,Srinagar,Chandigarh,2018-04-01,2865,134,2731,89,3
Heat Stroke,Srinagar,Chandigarh,2018-05-01,2952,411,2541,159,1
Heat Stroke,Srinagar,Chandigarh,2018-06-01,4304,0,4304,70,5
Heat Stroke,Srinagar,Chandigarh,2018-07-01,3580,321,3259,76,7
Heat Stroke,Srinagar,Chandigarh,2018-08-01,2985,115,2870,87,3
Heat Stroke,Srinagar,Chandigarh,2018-09-01,377,1,376,141,4
Heat Stroke,Srinagar,Chandigarh,2018-10-01,1309,45,1264,51,1
Heat Stroke,Srinagar,Chandigarh,2018-11-01,2433,141,2292,185,2
Heat Stroke,Srinagar,Chandigarh,2018-12-01,2723,218,2505,154,4
Heat Stroke,Srinagar,Chandigarh,2019-01-01,1081,108,973,140,7
Heat Stroke,Srinagar,Chandigarh,2019-02-01,4989,442,4547,91,5
Heat Stroke,Srinagar,Chandigarh,2019-03-01,4632,101,4531,148,8
Heat Stroke,Srinagar,Chandigarh,2019-04-01,3405,282,3123,11,10
Heat Stroke,Srinagar,Chandigarh,2019-05-01,2694,165,2529,129,7
Heat Stroke,Srinagar,Chandigarh,2019-06-01,2313,71,2242,114,1
Heat Stroke,Srinagar,Chandigarh,2019-07-01,1320,57,1263,11,4
Heat Stroke,Srinagar,Chandigarh,2019-08-01,2701,79,2622,127,7
Heat Stroke,Srinagar,Chandigarh,2019-09-01,2943,150,2793,136,4
Heat Stroke,Srinagar,Chandigarh,2019-10-01,932,26,906,12,1
Heat Stroke,Srinagar,Chandigarh,2019-11-01,3046,61,2985,46,3
Heat Stroke,Srinagar,Chandigarh,2019-12-01,2389,152,2237,200,1
Heat Stroke,Srinagar,Chandigarh,2020-01-01,78,0,78,97,4
Heat Stroke,Srinagar,Chandigarh,2020-02-01,1443,64,1379,156,3
Heat Stroke,Srinagar,Chandigarh,2020-03-01,2043,183,1860,164,4
Heat Stroke,Srinagar,Chandigarh,2020-04-01,4989,211,4778,126,8
Heat Stroke,Srinagar,Chandigarh,2020-05-01,3344,137,3207,158,1
Heat Stroke,Srinagar,Chandigarh,2020-06-01,806,55,751,11,3
Heat Stroke,Srinagar,Chandigarh,2020-07-01,3249,150,3099,94,2
Heat Stroke,Srinagar,Chandigarh,2020-08-01,522,27,495,11,8
Heat Stroke,Srinagar,Chandigarh,2020-09-01,4050,0,4050,17,8
Heat Stroke,Srinagar,Chandigarh,2020-10-01,1965,99,1866,78,6
Heat Stroke,Srinagar,Chandigarh,2020-11-01,2472,0,2472,72,6
Heat Stroke,Srinagar,Chandigarh,2020-12-01,4376,63,4313,108,1
Heat Stroke,Srinagar,Chandigarh,2021-01-01,871,9,862,105,5
Heat Stroke,Srinagar,Chandigarh,2021-02-01,723,14,709,113,2
Heat Stroke,Srinagar,Chandigarh,2021-03-01,1815,61,1754,115,5
Heat Stroke,Srinagar,Chandigarh,2021-04-01,3990,143,3847,123,4
Heat Stroke,Srinagar,Chandigarh,2021-05-01,559,38,521,57,3
Heat Stroke,Srinagar,Chandigarh,2021-06-01,78,0,78,69,5
Heat Stroke,Srinagar,Chandigarh,2021-07-01,1992,0,1992,104,7
Heat Stroke,Srinagar,Chandigarh,2021-08-01,3338,175,3163,105,10
Heat Stroke,Srinagar,Chandigarh,2021-09-01,4208,249,3959,51,6
Heat Stroke,Srinagar,Chandigarh,2021-10-01,1976,80,1896,161,10
Heat Stroke,Srinagar,Chandigarh,2021-11-01,2045,98,1947,143,5
Heat Stroke,Srinagar,Chandigarh,2021-12-01,4145,230,3915,62,10
Heat Stroke,Srinagar,Chandigarh,2022-01-01,89,6,83,96,6
Heat Stroke,Srinagar,Chandigarh,2022-02-01,2076,8,2068,200,6
Heat Stroke,Srinagar,Chandigarh,2022-03-01,2853,122,2731,114,4
Heat Stroke,Srinagar,Chandigarh,2022-04-01,3200,300,2900,126,6
Heat Stroke,Srinagar,Chandigarh,2022-05-01,1913,174,1739,75,6
Heat Stroke,Srinagar,Chandigarh,2022-06-01,2644,197,2447,90,1
Heat Stroke,Srinagar,Chandigarh,2022-07-01,78,0,78,183,7
Heat Stroke,Srinagar,Chandigarh,2022-08-01,1714,168,1546,112,1
Heat Stroke,Srinagar,Chandigarh,2022-09-01,3206,339,2867,103,7
Heat Stroke,Srinagar,Chandigarh,2022-10-01,1280,59,1221,107,7
Heat Stroke,Srinagar,Chandigarh,2022-11-01,2677,58,2619,200,9
Heat Stroke,Srinagar,Chandigarh,2022-12-01,3197,134,3063,108,2
Heat Stroke,Srinagar,Chandigarh,2023-01-01,2138,299,1839,64,2
Heat Stroke,Srinagar,Chandigarh,2023-02-01,2826,12,2814,73,8
Heat Stroke,Srinagar,Chandigarh,2023-03-01,1306,47,1259,146,2
Heat Stroke,Srinagar,Chandigarh,2023-04-01,2320,20,2300,33,1
Heat Stroke,Srinagar,Chandigarh,2023-05-01,3416,183,3233,129,5
Heat Stroke,Srinagar,Chandigarh,2023-06-01,2808,42,2766,69,5
Heat Stroke,Srinagar,Chandigarh,2023-07-01,1811,84,1727,12,5
Heat Stroke,Srinagar,Chandigarh,2023-08-01,2898,0,2898,56,6
Heat Stroke,Srinagar,Chandigarh,2023-09-01,3556,241,3315,108,6
Heat Stroke,Srinagar,Chandigarh,2023-10-01,78,0,78,177,5
Heat Stroke,Srinagar,Chandigarh,2023-11-01,4152,161,3991,153,5
Heat Stroke,Srinagar,Chandigarh,2023-12-01,2146,99,2047,91,5
Heat Stroke,Srinagar,Chandigarh,2024-01-01,3168,143,3025,156,5
Heat Stroke,Srinagar,Chandigarh,2024-02-01,4204,232,3972,88,1
Heat Stroke,Srinagar,Chandigarh,2024-03-01,757,37,720,31,7
Heat Stroke,Srinagar,Chandigarh,2024-04-01,1646,119,1527,107,8
Heat Stroke,Srinagar,Chandigarh,2024-05-01,2210,189,2021,29,7
Heat Stroke,Srinagar,Chandigarh,2024-06-01,1546,40,1506,147,6
Heat Stroke,Srinagar,Chandigarh,2024-07-01,4925,202,4723,147,2
Heat Stroke,Srinagar,Chandigarh,2024-08-01,1448,110,1338,61,1
Heat Stroke,Srinagar,Chandigarh,2024-09-01,1852,16,1836,114,7
Heat Stroke,Srinagar,Chandigarh,2024-10-01,2872,0,2872,113,5
Heat Stroke,Srinagar,Chandigarh,2024-11-01,985,55,930,151,5
Heat Stroke,Srinagar,Chandigarh,2024-12-01,2067,133,1934,43,5
Heat Stroke,Srinagar,Chandigarh,2025-01-01,3023,87,2936,137,6
Heat Stroke,Srinagar,Chandigarh,2025-02-01,2151,71,2080,39,7
Heat Stroke,Srinagar,Chandigarh,2025-03-01,2472,69,2403,146,5
Heat Stroke,Srinagar,Chandigarh,2025-04-01,1887,46,1841,160,1
Heat Stroke,Srinagar,Chandigarh,2025-05-01,566,39,527,72,7
Heat Stroke,Srinagar,Chandigarh,2025-06-01,3029,47,2982,168,6
Heat Stroke,Srinagar,Chandigarh,2025-07-01,4952,209,4743,26,1
Heat Stroke,Srinagar,Chandigarh,2025-08-01,2622,62,2560,162,1
Heat Stroke,Srinagar,Chandigarh,2025-09-01,2900,22,2878,179,7
Heat Stroke,Srinagar,Chandigarh,2025-10-01,3527,265,3262,124,8
Heat Stroke,Srinagar,Chandigarh,2025-11-01,895,31,864,96,1
Heat Stroke,Srinagar,Chandigarh,2025-12-01,4881,271,4610,122,6
Heat Stroke,Srinagar,Himachal Pradesh,2018-01-01,2869,17,2852,75,4
Heat Stroke,Srinagar,Himachal Pradesh,2018-02-01,4787,136,4651,200,5
Heat Stroke,Srinagar,Himachal Pradesh,2018-03-01,1614,116,1498,76,5
Heat Stroke,Srinagar,Himachal Pradesh,2018-04-01,4989,442,4547,173,3
Heat Stroke,Srinagar,Himachal Pradesh,2018-05-01,3637,0,3637,68,7
Heat Stroke,Srinagar,Himachal Pradesh,2018-06-01,3339,147,3192,188,3
Heat Stroke,Srinagar,Himachal Pradesh,2018-07-01,2911,180,2731,200,7
Heat Stroke,Srinagar,Himachal Pradesh,2018-08-01,2264,72,2192,126,8
Heat Stroke,Srinagar,Himachal Pradesh,2018-09-01,4208,314,3894,121,2
Heat Stroke,Srinagar,Himachal Pradesh,2018-10-01,2786,69,2717,57,2
Heat Stroke,Srinagar,Himachal Pradesh,2018-11-01,78,0,78,51,5
Heat Stroke,Srinagar,Himachal Pradesh,2018-12-01,1099,38,1061,121,9
Heat Stroke,Srinagar,Himachal Pradesh,2019-01-01,2348,200,2148,180,3
Heat Stroke,Srinagar,Himachal Pradesh,2019-02-01,3013,91,2922,78,4
Heat Stroke,Srinagar,Himachal Pradesh,2019-03-01,2521,100,2421,200,6
Heat Stroke,Srinagar,Himachal Pradesh,2019-04-01,4233,328,3905,75,7
Heat Stroke,Srinagar,Himachal Pradesh,2019-05-01,78,0,78,118,6
Heat Stroke,Srinagar,Himachal Pradesh,2019-06-01,2790,145,2645,118,5
Heat Stroke,Srinagar,Himachal Pradesh,2019-07-01,159,0,159,101,4
Heat Stroke,Srinagar,Himachal Pradesh,2019-08-01,3617,66,3551,11,6
Heat Stroke,Srinagar,Himachal Pradesh,2019-09-01,2471,151,2320,75,1
Heat Stroke,Srinagar,Himachal Pradesh,2019-10-01,3160,67,3093,116,10
Heat Stroke,Srinagar,Himachal Pradesh,2019-11-01,1439,49,1390,101,4
Heat Stroke,Srinagar,Himachal Pradesh,2019-12-01,4314,277,4037,139,5
Heat Stroke,Srinagar,Himachal Pradesh,2020-01-01,3995,132,3863,145,10
Heat Stroke,Srinagar,Himachal Pradesh,2020-02-01,3380,250,3130,94,3
Heat Stroke,Srinagar,Himachal Pradesh,2020-03-01,2424,136,2288,57,10
Heat Stroke,Srinagar,Himachal Pradesh,2020-04-01,3375,211,3164,185,7
Heat Stroke,Srinagar,Himachal Pradesh,2020-05-01,1649,142,1507,37,6
Heat Stroke,Srinagar,Himachal Pradesh,2020-06-01,3745,222,3523,76,7
Heat Stroke,Srinagar,Himachal Pradesh,2020-07-01,4810,442,4368,63,2
Heat Stroke,Srinagar,Himachal Pradesh,2020-08-01,4034,308,3726,144,1
Heat Stroke,Srinagar,Himachal Pradesh,2020-09-01,1619,56,1563,173,1
Heat Stroke,Srinagar,Himachal Pradesh,2020-10-01,3082,270,2812,97,8
Heat Stroke,Srinagar,Himachal Pradesh,2020-11-01,863,49,814,118,2
Heat Stroke,Srinagar,Himachal Pradesh,2020-12-01,3365,129,3236,128,1
Heat Stroke,Srinagar,Himachal Pradesh,2021-01-01,3202,186,3016,198,5
Heat Stroke,Srinagar,Himachal Pradesh,2021-02-01,89,7,82,16,6
Heat Stroke,Srinagar,Himachal Pradesh,2021-03-01,1039,65,974,144,5
Heat Stroke,Srinagar,Himachal Pradesh,2021-04-01,2218,228,1990,125,7
Heat Stroke,Srinagar,Himachal Pradesh,2021-05-01,2194,179,2015,87,8
Heat Stroke,Srinagar,Himachal Pradesh,2021-06-01,975,63,912,123,6
Heat Stroke,Srinagar,Himachal Pradesh,2021-07-01,3119,63,3056,144,4
Heat Stroke,Srinagar,Himachal Pradesh,2021-08-01,2935,131,2804,136,3
Heat Stroke,Srinagar,Himachal Pradesh,2021-09-01,2337,121,2216,200,7
Heat Stroke,Srinagar,Himachal Pradesh,2021-10-01,1584,111,1473,113,6
Heat Stroke,Srinagar,Himachal Pradesh,2021-11-01,4004,274,3730,108,2
Heat Stroke,Srinagar,Himachal Pradesh,2021-12-01,4818,265,4553,97,9
Heat Stroke,Srinagar,Himachal Pradesh,2022-01-01,1949,104,1845,134,6
Heat Stroke,Srinagar,Himachal Pradesh,2022-02-01,1776,126,1650,105,7
Heat Stroke,Srinagar,Himachal Pradesh,2022-03-01,3256,81,3175,107,4
Heat Stroke,Srinagar,Himachal Pradesh,2022-04-01,2117,210,1907,107,8
Heat Stroke,Srinagar,Himachal Pradesh,2022-05-01,2410,0,2410,99,1
Heat Stroke,Srinagar,Himachal Pradesh,2022-06-01,3590,331,3259,75,10
Heat Stroke,Srinagar,Himachal Pradesh,2022-07-01,78,0,78,128,1
Heat Stroke,Srinagar,Himachal Pradesh,2022-08-01,4366,346,4020,92,1
Heat Stroke,Srinagar,Himachal Pradesh,2022-09-01,2695,163,2532,137,6
Heat Stroke,Srinagar,Himachal Pradesh,2022-10-01,2045,122,1923,112,3
Heat Stroke,Srinagar,Himachal Pradesh,2022-11-01,2478,164,2314,87,4
Heat Stroke,Srinagar,Himachal Pradesh,2022-12-01,2547,187,2360,186,3
Heat Stroke,Srinagar,Himachal Pradesh,2023-01-01,275,11,264,101,3
Heat Stroke,Srinagar,Himachal Pradesh,2023-02-01,4603,369,4234,138,6
Heat Stroke,Srinagar,Himachal Pradesh,2023-03-01,2653,49,2604,71,5
Heat Stroke,Srinagar,Himachal Pradesh,2023-04-01,3192,159,3033,11,7
Heat Stroke,Srinagar,Himachal Pradesh,2023-05-01,3874,288,3586,77,5
Heat Stroke,Srinagar,Himachal Pradesh,2023-06-01,1228,97,1131,11,4
Heat Stroke,Srinagar,Himachal Pradesh,2023-07-01,3233,205,3028,94,7
Heat Stroke,Srinagar,Himachal Pradesh,2023-08-01,2238,86,2152,181,1
Heat Stroke,Srinagar,Himachal Pradesh,2023-09-01,3733,284,3449,60,1
Heat Stroke,Srinagar,Himachal Pradesh,2023-10-01,78,0,78,11,1
Heat Stroke,Srinagar,Himachal Pradesh,2023-11-01,2464,248,2216,183,4
Heat Stroke,Srinagar,Himachal Pradesh,2023-12-01,1789,85,1704,82,6
Heat Stroke,Srinagar,Himachal Pradesh,2024-01-01,3177,16,3161,105,1
Heat Stroke,Srinagar,Himachal Pradesh,2024-02-01,3228,49,3179,146,5
Heat Stroke,Srinagar,Himachal Pradesh,2024-03-01,1648,84,1564,133,4
Heat Stroke,Srinagar,Himachal Pradesh,2024-04-01,1642,88,1554,144,5
Heat Stroke,Srinagar,Himachal Pradesh,2024-05-01,2449,263,2186,152,1
Heat Stroke,Srinagar,Himachal Pradesh,2024-06-01,1395,27,1368,17,10
Heat Stroke,Srinagar,Himachal Pradesh,2024-07-01,3727,190,3537,34,5
Heat Stroke,Srinagar,Himachal Pradesh,2024-08-01,2102,40,2062,166,1
Heat Stroke,Srinagar,Himachal Pradesh,2024-09-01,78,0,78,66,5
Heat Stroke,Srinagar,Himachal Pradesh,2024-10-01,2095,207,1888,72,9
Heat Stroke,Srinagar,Himachal Pradesh,2024-11-01,1204,20,1184,42,1
Heat Stroke,Srinagar,Himachal Pradesh,2024-12-01,409,27,382,86,1
Heat Stroke,Srinagar,Himachal Pradesh,2025-01-01,937,57,880,88,4
Heat Stroke,Srinagar,Himachal Pradesh,2025-02-01,2744,135,2609,58,5
Heat Stroke,Srinagar,Himachal Pradesh,2025-03-01,4380,285,4095,53,7
Heat Stroke,Srinagar,Himachal Pradesh,2025-04-01,3018,49,2969,122,9
Heat Stroke,Srinagar,Himachal Pradesh,2025-05-01,1784,175,1609,65,7
Heat Stroke,Srinagar,Himachal Pradesh,2025-06-01,3209,340,2869,75,1
Heat Stroke,Srinagar,Himachal Pradesh,2025-07-01,1982,101,1881,11,2
Heat Stroke,Srinagar,Himachal Pradesh,2025-08-01,1666,200,1466,200,3
Heat Stroke,Srinagar,Himachal Pradesh,2025-09-01,1049,40,1009,154,7
Heat Stroke,Srinagar,Himachal Pradesh,2025-10-01,247,15,232,81,7
Heat Stroke,Srinagar,Himachal Pradesh,2025-11-01,2074,190,1884,60,8
Heat Stroke,Srinagar,Himachal Pradesh,2025-12-01,2809,103,2706,107,6
Heat Stroke,Srinagar,Jammu & Kashmir,2018-01-01,2468,24,2444,105,3
Heat Stroke,Srinagar,Jammu & Kashmir,2018-02-01,2039,6,2033,41,4
Heat Stroke,Srinagar,Jammu & Kashmir,2018-03-01,1329,146,1183,11,1
Heat Stroke,Srinagar,Jammu & Kashmir,2018-04-01,3413,118,3295,79,7
Heat Stroke,Srinagar,Jammu & Kashmir,2018-05-01,830,37,793,27,3
Heat Stroke,Srinagar,Jammu & Kashmir,2018-06-01,3638,64,3574,115,8
Heat Stroke,Srinagar,Jammu & Kashmir,2018-07-01,1253,97,1156,115,7
Heat Stroke,Srinagar,Jammu & Kashmir,2018-08-01,1588,43,1545,57,10
Heat Stroke,Srinagar,Jammu & Kashmir,2018-09-01,630,22,608,79,6
Heat Stroke,Srinagar,Jammu & Kashmir,2018-10-01,1925,113,1812,196,6
Heat Stroke,Srinagar,Jammu & Kashmir,2018-11-01,3906,74,3832,146,4
Heat Stroke,Srinagar,Jammu & Kashmir,2018-12-01,3289,147,3142,83,4
Heat Stroke,Srinagar,Jammu & Kashmir,2019-01-01,3910,355,3555,200,4
Heat Stroke,Srinagar,Jammu & Kashmir,2019-02-01,3298,206,3092,45,8
Heat Stroke,Srinagar,Jammu & Kashmir,2019-03-01,1117,60,1057,65,1
Heat Stroke,Srinagar,Jammu & Kashmir,2019-04-01,2154,121,2033,101,5
Heat Stroke,Srinagar,Jammu & Kashmir,2019-05-01,1551,60,1491,28,1
Heat Stroke,Srinagar,Jammu & Kashmir,2019-06-01,4382,442,3940,197,6
Heat Stroke,Srinagar,Jammu & Kashmir,2019-07-01,992,26,966,116,3
Heat Stroke,Srinagar,Jammu & Kashmir,2019-08-01,3796,213,3583,66,6
Heat Stroke,Srinagar,Jammu & Kashmir,2019-09-01,3795,202,3593,129,3
Heat Stroke,Srinagar,Jammu & Kashmir,2019-10-01,4989,396,4593,114,4
